hs4,product,complex
7010,"Carboys, bottles, flasks, jars, pots, vials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass",-0.483
8430,"Other moving, grading, leveling, scraping, excavating, tamping, compacting, extracting or boring machinery, for earth, minerals or ores; pile-drivers and pile-extractors; snowplows and snowblowers",-0.485
407,"Birds eggs, in shell, fresh, preserved or cooked",-0.488
4406,Railway or tramway sleepers (cross-ties) of wood,-0.492
4404,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking-sticks, umbrellas, tool handles or the like",-0.493
transport,Transport services,-0.494
2307,Wine lees; argol,-0.494
4013,"Inner tubes, of rubber",-0.496
1502,"Bovine, sheep and goat fats, raw or rendered",-0.498
7615,"Table, kitchen or other household articles and parts thereof, of aluminum; pot scourers and scouring or polishing pads, gloves and the like, of aluminum; sanitary ware and parts thereof, of aluminum",-0.498
4820,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, diaries and similar articles, exercise books, blotting pads, binders (looseleaf or other), folders, file covers, manifold business forms, interleaved carbon set",-0.503
9404,"Mattress supports; articles of bedding and similar furnishing (for example,mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed orinternally fitted with any material or of cellular rubber or plastics, whether or no",-0.505
1704,"Sugar confectionery (including white chocolate), not containing cocoa",-0.505
4302,"Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 4303",-0.506
7605,Aluminum wire,-0.506
3101,"Animal or vegetable fertilizers, whether or not mixed together or chemically treated; fertilizers produced by the mixing or chemical treatment of animal or vegetable products",-0.509
206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",-0.514
2809,"Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined",-0.517
506,"Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinized; powder and waste of these products",-0.517
2528,"Natural borates and concentrates thereof (calcined or not), but not including borates separated from natural brine; natural boric acid containing not more than 85 percent of H3BO3 calculated on the dry weight",-0.519
2716,Electrical energy,-0.52
4419,"Tableware and kitchenware, of wood",-0.522
2613,Molybdenum ores and concentrates,-0.529
2704,"Coke etc of coal, lignite or peat, retort carbon",-0.53
1904,"Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, cornflakes); cereals (other than corn (maize)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal)",-0.531
2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",-0.531
9507,"Fishing rods, fish hooks and other line fishing tackle; fish landing nets,butterfly nets and similar nets; decoy birds (other than those of heading 9208 or 9705) and similar hunting or shooting equipment; parts and accessories thereof",-0.533
4504,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork,-0.536
2832,Sulfites; thiosulfates,-0.536
8544,"Insulated(including enameled or anodized) wire, cable (including coaxial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fiber cables, made up of individually sheathed fibers, whether or not assembled with el",-0.537
2828,Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites,-0.538
1001,Wheat and meslin,-0.547
2007,"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter",-0.547
2810,Oxides of boron; boric acids,-0.551
7317,"Nails, tacks, drawing pins, corrugated nails, staples (other than those of heading 8305) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with heads of copper:",-0.554
2202,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavored, and other nonalcoholic beverages, not including fruit or vegetable juices of heading 2009",-0.557
7116,"Articles of natural or cultured pearls, precious or semi- precious stones (natural, synthetic or reconstructed)",-0.56
811,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter",-0.561
205,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",-0.565
6404,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials",-0.567
7204,Ferrous waste and scrap; remelting scrap ingots of iron or steel,-0.567
7101,"Pearls, natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for convenience of transport",-0.569
6601,"Umbrellas and sun umbrellas (including walking-stick umbrellas, garden umbrellas and similar umbrellas)",-0.569
2904,"Sulfonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated",-0.569
5515,Other woven fabrics of synthetic staple fibers,-0.575
2103,Sauces and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal and prepared mustard,-0.575
2309,Preparations of a kind used in animal feeding,-0.576
1206,Sunflower seeds,-0.579
6405,Other footwear,-0.582
4203,"Articles of apparel and clothing accessories, of leather or of composition leather",-0.585
7201,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",-0.588
5607,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics",-0.59
2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 2009",-0.593
1805,"Cocoa powder, not containing added sugar or other sweetening matter",-0.598
5211,"Woven fabrics of cotton, containing less than 85 percent by weight of cotton, mixed mainly or solely with man-made fibers, weighing more than 200 g/m2",-0.599
3805,"Gum, wood or sulfate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulfite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituen",-0.602
1510,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils and fractions with oils or fractions of heading 1509:",-0.608
2715,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs)",-0.611
2208,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80 percent vol.; spirits, liqueurs and other spirituous beverages",-0.615
3603,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators,-0.617
5308,Yarn of other vegetable textile fibers; paper yarn,-0.622
2403,Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences,-0.625
5511,"Yarn (other than sewing thread) of man-made staple fibers, put up for retail sale",-0.63
2844,Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds; mixtures and residues containing these products,-0.63
7901,Unwrought zinc,-0.634
2101,"Extracts, essences and concentrates, of coffee, tea or mate and preparations with a basis of these products or with a basis of coffee, tea or mate; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates",-0.634
2517,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling, or for railway or other ballast; shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or",-0.648
2710,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 percent or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils:",-0.661
5108,"Yarn of fine animal hair (carded or combed), not put up for retail sale",-0.665
2522,"Quicklime, slaked lime and hydraulic lime, other than calcium oxide and hydroxide of heading 2825",-0.667
2801,"Fluorine, chlorine, bromine and iodine",-0.668
3915,"Waste, parings and scrap, of plastics",-0.67
201,"Meat of bovine animals, fresh or chilled",-0.675
6214,"Shawls, scarves, mufflers,mantillas, veils and the like",-0.679
6502,"Hat shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, not lined, nor trimmed:",-0.681
7902,Zinc waste and scrap,-0.683
4108,Chamois (including combination chamois) leather,-0.685
7806,Other articles of lead,-0.686
2714,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks",-0.687
6213,Handkerchiefs,-0.69
710,"Vegetables (uncooked or cooked by steaming or boiling in water), frozen",-0.692
travel,Travel and tourism services,-0.694
4819,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibers; box files, letter trays and similar articles, of paper or paperboard of a kind used in offices, shops or the like",-0.705
5808,"Braids in the piece; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles",-0.706
2521,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",-0.707
3104,"Mineral or chemical fertilizers, potassic",-0.711
1104,"Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 1006; germ of cereals, whole, rolled, flaked or ground",-0.712
7001,Cullet and other waste and scrap of glass; glass in the mass:,-0.714
7207,Semifinished products of iron or nonalloy steel,-0.717
4413,"Densified wood, in blocks, plates, strips or profile shapes",-0.717
6112,"Track suits, ski-suits and swimwear, knitted or crocheted",-0.721
3802,"Activated carbon; activated natural mineral products; animal black, including spent animal black",-0.722
8901,"Cruise ships, excursion boats,ferry boats, cargo ships, barges and similar vessels for the transport of persons or goods",-0.724
4412,"Plywood, veneered panels and similar laminated wood",-0.729
7106,"Silver (including silver plated with gold or platinum), unwrought or in semimanufactured forms, or in powder form",-0.731
6113,"Garments, made up of knitted or crocheted fabrics of heading 5903, 5906 or 5907:",-0.735
2508,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earths",-0.739
2402,"Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes",-0.741
2518,"Dolomite whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; dolomite ramming mix",-0.749
2942,Other organic compounds,-0.752
808,"Apples, pears and quinces, fresh",-0.765
2006,"Vegetables, fruit, nuts, fruit-peel and other parts of plants preserved by sugar (drained, glacé or crystallized)",-0.765
7202,Ferroalloys,-0.767
2713,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals",-0.768
6703,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like:",-0.776
5705,"Other carpets and other textile floor coverings, whether or not made up:",-0.779
5608,"Knotted netting of twine, cordage or rope; made up fishing nets and other made up nets, of textile materials",-0.779
8110,"Antimony and articles thereof,including waste and scrap",-0.782
2836,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate,-0.79
6406,"Parts of footwear (including uppers whether or not attached to soles other than outer soles); removable insoles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof",-0.795
7323,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",-0.798
7206,Iron and nonalloy steel in ingots or other primary forms (excluding iron of heading 7203),-0.802
5004,Silk yarn (other than yarn spun from silk waste) not put up for retail sale,-0.802
706,"Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled",-0.803
9705,Collections and collectors pieces,-0.807
2524,Asbestos,-0.816
6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths",-0.82
3105,"Mineral or chemical fertilizers containing two or three of the fertilizing elements nitrogen, phosphorus and potassium; other fertilizers; goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg",-0.821
601,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower; chicory plants and roots other than roots of heading 1212",-0.822
4907,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognized face value; stamp-impressed paper; banknotes; check forms; stock, share or bond certificates and similar documents of title",-0.823
2837,"Cyanides, cyanide oxides and complex cyanides",-0.826
7804,Lead foil of a thickness <2mm,-0.838
8306,"Bells, gongs and the like, nonelectric, of base metal; statuettes and other ornaments, of base metal; photograph, picture or similar frames, of base metal; mirrors of base metal; and base metal parts thereof",-0.838
2905,"Acyclic alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives",-0.842
4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness not exceeding 6 m",-0.842
9206,"Percussion musical instruments (for example, drums, xylophones,cymbals, castanets, maracas):",-0.845
6401,"Waterproof footwear with outer soles and uppers of rubber or plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes",-0.846
602,"Other live plants (including their roots), cuttings and slips; mushroom spawn",-0.851
701,"Potatoes, fresh or chilled",-0.853
6115,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted",-0.856
402,"Milk and cream, concentrated or containing added sugar or other sweetening matter",-0.857
2818,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide",-0.865
2009,"Fruit juices (including grape must) and vegetable juices, not fortified with vitamins or minerals, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter",-0.866
5810,"Embroidery in the piece, in strips or in motifs",-0.866
604,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared",-0.87
2001,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid",-0.887
4107,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading 4114",-0.89
7614,"Stranded wire, cables, plaited bands and the like,including slings and similar articles, of aluminum, not electrically insulated",-0.89
5002,Raw silk (not thrown),-0.892
6304,"Other furnishing articles, excluding those of heading 9404",-0.894
6301,Blankets and traveling rugs,-0.895
6908,"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the like, whether or not on a backing",-0.896
6801,"Setts, curbstones and flagstones, of natural stone (except slate)",-0.898
7401,Copper mattes; cement copper (precipitated copper),-0.908
4206,"Articles of gut (other than silkworm gut), of goldbeater's skin, of bladders or of tendons",-0.911
7602,"Waste or scrap, aluminium",-0.923
3103,"Mineral or chemical fertilizers, phosphatic",-0.924
2505,"Natural sands of all kinds, whether or not colored, other than metal-bearing sands of chapter 26",-0.925
4420,"Wood marquetry and inlaid wood; caskets and cases for jewelry or cutlery and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling within chapter 94",-0.926
6310,"Used or new rags, scrap twine, cordage, rope and cables, and worn out articles of twine, cordage, rope or cables, of textile materials",-0.928
5208,"Woven fabrics of cotton, containing 85 percent or more by weight of cotton, weighing not more than 200 g/m2",-0.936
1507,"Soybean oil and its fractions, whether or not refined, but not chemically modified",-0.942
6202,"Women's or girls' overcoats,carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles(including padded, sleeveless jackets), other than those of heading 6204",-0.945
5103,"Waste of wool or of fine or coarse animal hair, including yarn waste but excluding garnetted stock",-0.951
2005,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 2006",-0.96
1512,"Sunflower-seed, safflower or cottonseed oil, and fractions thereof, whether or not refined, but not chemically modified",-0.967
711,"Vegetables provisionally preserved (for example, by sulfur dioxide gas, in brine, in sulfur water or in other preservative solutions), but unsuitable in that state for immediate consumption",-0.967
502,"Pigs', hogs' or boars' bristles and hair; badger hair and other brushmaking hair; waste of such bristles or hair",-0.968
1509,"Olive oil and its fractions, whether or not refined, but not chemically modified",-0.969
6307,"Other made up articles, including dress patterns",-0.975
5802,"Terry toweling and similar woven terry fabrics, other than narrow fabrics of heading 5806; tufted textile fabrics, other than products of heading 5703",-0.977
7313,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel",-0.977
1103,"Cereal groats, meal and pellets",-0.981
1209,"Seeds, fruits and spores of a kind used for sowing",-0.984
1515,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified",-0.984
4109,"Patent leather, metallised leather",-0.987
5210,"Woven fabrics of cotton, containing less than 85 percent by weight of cotton, mixed mainly or solely with man-made fibers, weighing not more than 200 g/m2",-0.989
5508,"Sewing thread of man-made staple fibers, whether or not put up for retail sale",-0.993
4503,Articles of natural cork,-0.997
1517,"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516",-0.998
6210,"Garments, made up of fabrics of heading 5602, 5603, 5903, 5906 or 5907",-1
7214,"Other bars and rods of iron or nonalloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",-1
6117,"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories",-1.01
7601,Unwrought aluminum,-1.01
1902,"Pasta, whether or not cooked or stuffed (with meat or other substances) or otherwise prepared, such as spaghetti, macaroni, noodles, lasagna, gnocchi, ravioli, cannelloni; couscous, whether or not prepared",-1.01
3602,"Prepared explosives, except propellent powders",-1.01
4409,"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, re- bated, chamfered, V-jointed, beaded, molded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or en",-1.01
6802,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of",-1.02
5702,"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, including Kelem, Schumacks, Karamanie and similar hand-woven rugs",-1.02
5206,"Cotton yarn (other than sewing thread), containing less than 85 percent by weightof cotton, not put up for retail sale",-1.02
3401,"Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, molded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid",-1.03
813,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter",-1.03
1102,Cereal flours other than of wheat or meslin,-1.04
9601,"Worked ivory, bone, tortoise-shell, horn, antlers, coral, mother-of-pearl and other animal carving material, and articles of these materials (including articles obtained by molding)",-1.04
712,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared",-1.04
2207,"Undenatured ethyl alcohol of an alcoholic strength by volume of 80 percent vol. or higher; ethyl alcohol and other spirits, denatured, of any strength",-1.04
1005,Corn (maize),-1.05
2501,"Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anticaking or free-flowing agents; sea water",-1.05
409,Amber or darker,-1.05
6211,"Track suits, ski-suits and swimwear; other garments",-1.05
2308,"Vegetable materials and vegetable waste, vegetable residues and byproducts, whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",-1.05
704,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled",-1.05
2503,"Sulphur, crude or unrefined",-1.07
511,"Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption",-1.07
1204,Linseed,-1.07
8105,"Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof,including waste and scrap",-1.07
6402,Other footwear with outer soles and uppers of rubber or plastics,-1.1
6206,"Women's or girls' blouses, shirts and shirt-blouses",-1.1
508,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared but not cut to shape, powder and waste thereof",-1.1
2529,"Feldspar; leucite, nepheline and nepheline syenite; fluorspar",-1.1
1008,"Buckwheat, millet and canary seed; other cereals (including wild rice)",-1.1
7102,"Diamonds, whether or not worked, but not mounted or set",-1.11
6216,"Gloves, mittens and mitts:",-1.11
2304,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soybean oil",-1.12
2702,"Lignite, whether or not agglomerated, excluding jet",-1.13
1804,"Cocoa butter, fat and oil",-1.13
501,"Human hair, unworked, whether or not washed or scoured; waste of human hair",-1.13
2306,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils, other than those of heading 2304 or 2305",-1.14
6116,"Gloves, mittens and mitts, knitted or crocheted",-1.14
5203,"Cotton, carded or combed:",-1.14
6204,"Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts,divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear)",-1.14
1401,"Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark)",-1.15
5513,"Woven fabrics of synthetic staple fibers, containing less than 85 percent by weight of such fibers, mixed mainly or solely with cotton, of a weight not exceeding 170 g/m2",-1.16
6102,"Women's or girls' overcoats, carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles, knitted or crocheted, other than those of heading 6104",-1.17
7103,"Precious stones (other than diamonds) and semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded precious stones (other than diamonds) and semi-precious stones, temporarily strung for convenience of transport",-1.17
707,"Cucumbers, including gherkins, fresh or chilled",-1.17
2506,"Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",-1.17
2513,"Pumice; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",-1.18
7501,"Nickel mattes, nickel oxides inters and other intermediate products of nickel metallurgy",-1.18
6101,"Men's or boys' overcoats, carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles, knitted or crocheted, other than those of heading 6103",-1.18
5003,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock):",-1.18
5701,"Carpets and other textile floor coverings, knotted, whether or not made up",-1.18
6212,"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, whether or not knitted or crocheted",-1.19
9999,Commodities not specified according to kind,-1.2
504,"Guts, bladders and stomachs of animals except fish",-1.2
202,"Meat of bovine animals, frozen",-1.2
7404,Copper waste and scrap:,-1.2
2008,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included",-1.21
6114,"Other garments, knitted or crocheted",-1.22
7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 percent, in lumps, pellets or similar forms",-1.22
705,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled",-1.23
4104,"Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared",-1.23
806,"Grapes, fresh or dried",-1.24
2523,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers",-1.24
6201,"Men's or boys' overcoats,carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles(including padded, sleeveless jackets), other than those of heading 6203",-1.24
1208,"Flours and meals of oil seeds or oleaginous fruits, other than those of mustard",-1.24
5204,"Cotton sewing thread, whether or not put up for retail sale",-1.25
9605,"Travel sets for personal toilet, sewing or shoeor clothes cleaning (other than manicure and pedicure sets of heading 8214)",-1.25
1214,"Rutabagas (swedes), mangolds, fodder roots, hay, alfalfa (lucerne), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets",-1.26
8908,Vessels and other floating structures for breaking up (scrapping),-1.26
1101,Wheat or meslin flour,-1.26
5105,"Wool and fine or coarse animal hair, carded or combed (including combed wool in fragments)",-1.27
2002,Tomatoes prepared or preserved otherwise than by vinegar or acetic acid,-1.27
301,Live fish,-1.27
6203,"Men's or boys' suits, ensembles, suit-type jackets,blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear)",-1.27
8902,Fishing vessels; factory ships and other vessels for processing or preserving fishery products,-1.28
6205,Men's or boys' shirts,-1.28
304,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen",-1.29
106,Other live animals,-1.29
1302,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products",-1.29
8905,"Light-vessels, fire-floats,dredgers, floating cranes, and other vessels the navigability of which is subsidiary to their main function; floating docks; floating or submersible drilling or production platforms",-1.3
6302,"Bed linen, table linen, toilet linen and kitchen linen",-1.31
2520,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulfate) whether or not colored, with or without small quantities of accelerators or retarders",-1.32
2604,Other metal content,-1.32
2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal",-1.33
3201,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",-1.34
805,"Citrus fruit, fresh or dried",-1.34
6504,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed:",-1.35
3605,Matches,-1.35
909,"Seeds of anise, badian, fennel, coriander, cumin or caraway; juniper berries",-1.36
3102,"Mineral or chemical fertilizers, nitrogenous",-1.36
2504,Natural graphite,-1.36
6208,"Women's or girls' singlets and other undershirts, slips, petticoats, briefs,panties, nightdresses, pajamas, negligees, bathrobes, dressing gowns and similar articles",-1.37
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm",-1.38
6109,"T-shirts, singlets, tank tops and similar garments, knitted or crocheted",-1.38
302,"Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304",-1.38
8904,Tugs and pusher craft,-1.38
3301,"Essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by-products of the deterpe",-1.39
809,"Apricots, cherries, peaches (including nectarines), plums (including prune plums) and sloes, fresh",-1.4
6207,"Men's or boys' singlets and other undershirts, underpants, briefs, nightshirts, pajamas, bathrobes,dressing gowns and similar articles",-1.4
4501,"Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork",-1.4
2530,Mineral substances not elsewhere specified or included,-1.4
7802,Lead waste or scrap,-1.4
6110,"Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, knitted or crocheted",-1.4
6106,"Women's or girls' blouses and shirts, knitted or crocheted",-1.4
2705,"Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons",-1.41
5307,Yarn of jute or of other textile bast fibers of heading 5303,-1.41
709,"Other vegetables, fresh or chilled",-1.41
2515,"Marble, travertine and other calcareous monumental or building stone of an apparent specific gravity of 2.5 or more, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular",-1.41
7403,"Refined copper and copper alloys, unwrought (other than master alloys of heading 7405)",-1.42
507,"Ivory, tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products",-1.42
5209,"Woven fabrics of cotton, containing 85 percent or more by weight of cotton, weighing more than 200 g/m2",-1.43
812,"Fruit and nuts, provisionally preserved (for example, by sulfur dioxide gas, in brine, in sulfur water or in other preservative solutions), but unsuitable in that state for immediate consumption",-1.43
6108,"Women's or girls' slips, petticoats, briefs, panties, night-dresses, pajamas, negligees, bathrobes, dressing gowns and similar articles, knitted or crocheted",-1.44
906,Cinnamon and cinnamon-tree flowers,-1.45
2511,"Natural barium sulfate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxide of heading 2816",-1.45
603,"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared",-1.45
6103,"Men's or boys' suits, ensembles, suit-type jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted",-1.45
7801,Lead refined unwrought,-1.45
6209,Babies' garments and clothing accessories,-1.46
